183,digits/mon-0,いちがつ
184,digits/mon-1,にがつ
185,digits/mon-10,１１がつ
186,digits/mon-11,１２がつ
187,digits/mon-2,２がつ
188,digits/mon-3,しがつ
189,digits/mon-4,ごがつ
190,digits/mon-5,ろくがつ
191,digits/mon-6,なながつ
192,digits/mon-7,はちがつ
193,digits/mon-8,くがつ
194,digits/mon-9,１０がつ
195,digits/oclock,じ
196,digits/oh,おー
197,digits/p-m,午後
198,digits/pound,シャープ
199,digits/star,こめ
200,digits/thousand,１０００
201,digits/today,本日
202,digits/tomorrow,あす
203,digits/yesterday,きのう
204,disabled,無効化されました。
205,do-not-disturb,ディーエヌディー
206,enabled,有効化されました。
207,enter-num-blacklist,拒否リストに入れる番号を入力してください。
208,entr-num-rmv-blklist,拒否リストから削除する番号を入力してください。
209,extension,内線
210,feature-not-avail-line,その機能は使えません
211,for,に
212,from-unknown-caller,不明な発信者からの着信
213,goodbye,ありがとうございました
214,hello,ハロー
215,hello-world,ハローワールド
216,hours,時間
217,if-correct-press,これでよろしければ
218,im-sorry,申し訳けありません。
219,info-about-last-call,最後の通話の情報は
220,invalid,内線番号が間違っています。もう一度ダイヤルしてください。
221,is,わ
222,is-in-use,わ使用中です。
223,is-set-to,に設定されました。
224,letters/a,えー
225,letters/ascii123,左ブラケット
226,letters/ascii124,パイプ
227,letters/ascii125,右ブラケット
228,letters/ascii126,チルダ
229,letters/ascii34,ダブルクォート
230,letters/ascii36,ドル記号
231,letters/ascii37,パーセント
232,letters/ascii38,アンド
233,letters/ascii39,アポストロフィ
234,letters/ascii40,左カッコ
235,letters/ascii41,右カッコ
236,letters/ascii42,スター
237,letters/ascii44,カンマ
238,letters/ascii58,コロン
239,letters/ascii59,セミコロン
240,letters/ascii60,しょうなり
241,letters/ascii62,だいなり
242,letters/ascii63,疑問符
243,letters/ascii91,左ブラケット
244,letters/ascii92,バックスラッシュ
245,letters/ascii93,右ブラケット
246,letters/ascii94,キャレット
247,letters/ascii95,アンダーバー
248,letters/ascii96,バッククォート
249,letters/asterisk,こめ
250,letters/at,あっと
251,letters/b,びー
252,letters/c,しー
253,letters/d,でー
254,letters/dash,マイナス
255,letters/dollar,ドル
256,letters/dot,ドット
257,letters/e,いー
258,letters/equals,イコール
259,letters/exclaimation-point,感嘆符
260,letters/f,エフ
261,letters/g,ジー
262,letters/h,エイチ
263,letters/i,アイ
264,letters/j,ジェー
265,letters/k,ケー
266,letters/l,エル
267,letters/m,エム
268,letters/n,エヌ
269,letters/o,おー
270,letters/p,ピー
271,letters/plus,プラス
272,letters/q,キュー
273,letters/r,アール
274,letters/s,エス
275,letters/slash,スラッシュ
276,letters/space,スペース
277,letters/t,ティー
278,letters/u,ユー
279,letters/v,ヴイ
280,letters/w,ダブリュー
281,letters/x,エックス
282,letters/y,ワイ
283,letters/z,ゼット
284,letters/zed,ゼッド
285,location,場所
286,lowercase,こ文字
287,minute,ふん
288,minutes,ふん
289,number,番号
290,number-not-answering,その番号は応答しません。
291,num-was-successfully,その番号は
292,one-moment-please,お待ちください。
293,pbx-invalid,内線番号が間違っています。もう一度ダイヤルしてください。
294,pbx-invalidpark,パークされている通話はありません。もう一度やりなおしてください。
295,pbx-parkingfailed,パーキング失敗
296,pbx-transfer,転送
297,phonetic/9_p,ナイナー
298,phonetic/a_p,アルファ
299,phonetic/b_p,ブラボー
300,phonetic/c_p,チャーリー
301,phonetic/d_p,デルタ
302,phonetic/e_p,エコー
303,phonetic/f_p,フォックストロット
304,phonetic/g_p,ゴルフ
305,phonetic/h_p,ホテル
306,phonetic/i_p,インディア
307,phonetic/j_p,ジュリエット
308,phonetic/k_p,キロ
309,phonetic/l_p,リマ
310,phonetic/m_p,マイク
311,phonetic/n_p,ノベンバー
312,phonetic/o_p,オスカー
313,phonetic/p_p,パパァ
314,phonetic/q_p,ケベック
315,phonetic/r_p,ロメオ
316,phonetic/s_p,シエラ
317,phonetic/t_p,タンゴ
318,phonetic/u_p,ユニフォーム
319,phonetic/v_p,ヴィクター
320,phonetic/w_p,ウイスキー
321,phonetic/x_p,エックスレイ
322,phonetic/y_p,ヤンキー
323,phonetic/z_p,ズールー
324,please-try-again,もういちど押してください
325,please-try-call-later,おかけなおしください
326,pls-hold-while-try,接続されるまでお待ちください
327,pls-try-call-later,あとで、おかけなおしください
328,pm-invalid-option,オプションが間違っています。もういちどやり直してください。
329,privacy-incorrect,番号が無効です。
330,privacy-prompt,市街局番からあなたの電話番号を入力してください。
331,privacy-thankyou,ありがとうございました。
332,privacy-to-blacklist-last-caller,最後の通話は
333,privacy-unident,おかけになった番号では非通知の着信を許可していません。
334,priv-callpending,キャッチホン。発信者は、
335,priv-introsaved,お待ちいただきありがとうございます。
336,priv-recordintro,トーンのあとに、あなたの名前をお話ください。
337,queue-callswaiting,担当者を待っています。
338,queue-holdtime,待ち時間の予想は、
339,queue-less-than,より少ない
340,queue-minute,ふん
341,queue-minutes,ふん
342,queue-periodic-announce,順番にお繋ぎしますので、そのままお待ちください。
343,queue-quantity1,現在の待ちわ
344,queue-quantity2,が、待っています。
345,queue-reporthold,待ち時間
346,queue-seconds,秒
347,queue-thankyou,お待ちいただきありがとうございます。
348,queue-thereare,あなたの順番は
349,queue-youarenext,あなたの順番は次です。
350,removed,削除されました。
351,second,秒
352,seconds,秒
353,simul-call-limit-reached,同時通話数の上限です。
354,something-terribly-wrong,何かとんでもない間違いがあります。
355,sorry,申し訳けありません。
356,sorry-youre-having-problems,何等かの問題があります。
357,speed-dial,短縮ダイヤル
358,speed-dial-empty,あなたの短縮ダイヤルは登録されていません。
359,spy-agent,エージェント
360,spy-console,コンソール
361,spy-dahdi,ダーディー
362,spy-h323,えいちさんにーさん
363,spy-iax,アイエーエックス
364,spy-iax2,アイエーエックス
365,spy-jingle,ジングル
366,spy-local,ローカル
367,spy-mgcp,エムジーシーピー
368,spy-misdn,エムアイエスディーエヌ
369,spy-mobile,ブルートゥース
370,spy-nbs,エヌビーエス
371,spy-sip,シップ
372,spy-skinny,スキニー
373,spy-unistim,ユニスティム
374,spy-usbradio,ユーエスビーラジオ
375,spy-zap,ザップ
376,ss-noservice,おかけになった番号は利用できません。
377,telephone-number,電話番号
378,time,じ
379,to-call-this-number,呼び出し
380,to-extension,内線
381,to-listen-to-it,聞く
382,to-rerecord-it,録音
383,transfer,転送されるまでお待ちください。
384,tt-allbusy,全ての内線は他の電話セールスの相手ちゅうです。順番にお繋ぎしますので、そのままお待ち続けください。
385,tt-monkeys,
386,tt-monkeysintro,猿が電話機を持って行ってしまいました。
387,tt-somethingwrong,何かとてつもなく間違っています。
388,tt-weasels,当社の電話システムはイタチに食われました。
389,unidentified-no-callback,識別できないためコールバックできません。
390,uppercase,おおもじ
391,vm-advopts,詳細オプションは３を
392,vm-and,と
393,vm-calldiffnum,別な番号は2を押してください
394,vm-changeto,変更先のフォルダは？
395,vm-Cust1,フォルダー５
396,vm-Cust2,フォルダー６
397,vm-Cust3,フォルダー７
398,vm-Cust4,フォルダー８
399,vm-Cust5,フォルダー９
400,vm-delete,メッセージ削除は７を
401,vm-deleted,メッセージは削除されました。
402,vm-dialout,発信中です。おまちください。
403,vm-duration,このメッセージの長さは
404,vm-enter-num-to-call,呼び出したい番号を入力してください。
405,vm-extension,内線
406,vm-Family,家族
407,vm-first,最初
408,vm-for,宛先
409,vm-forward,内線を指定するには１、ディレクトリを使うには２を押してください。
410,vm-forward-multiple,メッセージを送るには１、受信者を追加するには２を押してください。
411,vm-forwardoptions,メッセージを追加するには１、追加せず転送するには２を押してください。
412,vm-Friend,友人
413,vm-Friends,友人
414,vm-from,から
415,vm-from-extension,メッセージは内線
416,vm-from-phonenumber,メッセージは電話番号
417,vm-goodbye,ありがとうございました。
418,vm-helpexit,ヘルプはこめ、終了はシャープを押してください。
419,vm-INBOX,新しい
420,vm-incorrect,ログイン失敗
421,vm-incorrect-mailbox,ログイン失敗。メールボックスは？
422,vm-instructions,メッセージを確認するには１を押してください。終了する場合にはシャープを押してください。
423,vm-intro,トーンの後にメッセージを録音し、シャープを押すか電話をお切りください。
424,vm-invalidpassword,パスワードが間違っています。もう一度入力してください。
425,vm-invalid-password,パスワードの桁すうが少なすぎます。もう一度入力してください。
426,vm-isonphone,は、はなしちゅうです。
427,vm-isunavail,は、電話に出ることができません。
428,vm-last,最後
429,vm-leavemsg,メッセージを残すには５を
430,vm-login,ボイスメール。メールボックスは？
431,vm-mailboxfull,メールボックスがいっぱいです。
432,vm-marked-nonurgent,緊急設定を解除
433,vm-marked-urgent,メッセージを緊急に設定
434,vm-message,メッセージ
435,vm-messages,メッセージ
436,vm-minutes,ふん
437,vm-mismatch,パスワードが一致しません。もう一度入力してください。
438,vm-msgforwarded,メッセージは転送されました。
439,vm-msginstruct,次のメッセージを聞くには６、このメッセージを繰り返すには５、前のメッセージを聞くには４、メッセージを削除または削除取り消しは０、終了するにはシャープを押してください。
440,vm-msgsaved,メッセージは保存されました。
441,vm-newpassword,新しいパスワードを入力し、最後にシャープを押してください。
442,vm-newuser,ボイスメールです。まず最初に設定方法を説明します。
443,vm-next,次のメッセージは６を押してください。
444,vm-no,いいえ
445,vm-nobodyavail,誰も電話に出られません。
446,vm-nobox,送り先のメールボックスがないため、返信できません。
447,vm-nomore,メッセージは以上です。
448,vm-nonumber,送り元がわかりません。
449,vm-num-i-have,番号は
450,vm-Old,以前の
451,vm-onefor,１を押すと
452,vm-onefor-full,１を押して聞く
453,vm-options,不在時のメッセージには１を、はなしちゅう時のメッセージは２を、名前を録音するには３を、一時メッセージの録音は４を、パスワード変更は５を、メインメニューに戻るには、こめを押してください。
454,vm-opts,フォルダー変更は２を、詳細オプションは３を、メールボックスオプションはゼロを押してください。
455,vm-opts-full,他のフォルダーのメッセージは２を、他のメールボックスにメッセージを録音するには３を、あなたの応答メッセージまたはパスワード管理はゼロを押してください。
456,vm-passchanged,パスワードは変更されました。
457,vm-password,パスワード
458,vm-pls-try-again,もういちどやりなおしてください
459,vm-press,押す
460,vm-prev,前のメッセージは４を押してください
461,vm-reachoper,オペレーターを呼び出すにはゼロを
462,vm-rec-busy,トーンのあとにあなたの、はなしちゅうメッセージを録音し、最後にシャープを押してください。
463,vm-received,受信しました
464,vm-rec-name,トーンのあとにあなたの名前を言ってからシャープを押してください。
465,vm-record-prepend,トーンのあとに転送メッセージを録音し、最後にシャープを押してください。
466,vm-rec-temp,トーンの後に一時メッセージを録音し、最後にシャープを押してください。
467,vm-rec-unv,トーンの後に不在時のメッセージを録音し、最後にシャープを押してください。
468,vm-reenterpassword,もういちどパスワードを入力し、最後にシャープを押してください。
469,vm-repeat,このメッセージをもう一度再生するには５を押してください。
470,vm-review,この録音でよければ１を、もういちど聞くには２を、録音するには３を
471,vm-review-nonurgent,メッセージの緊急を解除するには４を押してください。
472,vm-review-urgent,メッセージを緊急にするには４を押してください。
473,vm-saved,保存
474,vm-savedto,保存先
475,vm-savefolder,このメッセージを保存するフォルダーは？
476,vm-savemessage,保存するには９を
477,vm-saveoper,このメッセージでよければ１を、そうでなければお待ちください
478,vm-sorry,入力が判別できません
479,vm-star-cancel,キャンセルには、こめを
480,vm-starmain,メインメニューに戻るには米を
481,vm-tempgreetactive,一時メッセージが有効です
482,vm-tempgreeting,一時メッセージを録音するには１を
483,vm-tempgreeting2,一時メッセージを録音するには１を、削除するには２を
484,vm-tempremoved,一時メッセージは削除されました
485,vm-then-pound,シャープを押してください。
486,vm-theperson,このユーザーの内線は
487,vm-tmpexists,このメッセージは一時保存です。どのメッセージに適用しますか？
488,vm-tocallback,メッセージの送信者を呼び出すには２を
489,vm-tocallnum,この番号を呼び出すには１を
490,vm-tocancel,キャンセルにはシャープを。
491,vm-tocancelmsg,このメッセージをキャンセルするには、こめを
492,vm-toenternumber,番号を入力するには１を
493,vm-toforward,このメッセージを転送するには8を
494,vm-tohearenv,このメッセージの詳細を聞くには３を
495,vm-tomakecall,外線発信するには４を
496,vm-tooshort,メッセージが短すぎます
497,vm-toreply,返信するには１を
498,vm-torerecord,メッセージを録音するには３を
499,vm-undelete,削除を取り消すには７を
500,vm-undeleted,削除は取り消されました
501,vm-unknown-caller,不明な発信者
502,vm-Urgent,急ぎ
503,vm-whichbox,メッセージを残すにはメールボックス番号を押してください。
504,vm-Work,仕事
505,vm-youhave,あなたには
506,with,と
507,you-entered,入力
508,your,あなたの
509,jp-arimasen,ありません
510,jp-arimasu,あります
511,jp-baai,場合
512,jp-chigaimasu,ちがいます
513,jp-dekimasen,できません
514,jp-dekimasu,できます
515,jp-desu,です
516,jp-ga,が
517,jp-gozaimasu,ございます
518,jp-kara,から
519,jp-machigai,間違い
520,jp-masu,ます
521,jp-ni,に
522,jp-no,の
523,jp-saigo,最後
524,jp-saisho,最初
525,jp-tadashii,正しい
526,jp-wa,わ
527,jp-wo,を
528,followme/call-from,着信。発信者わ
529,followme/no-recording,着信があります
530,followme/options,この通話を受けるには1を、拒否するには2を
531,followme/pls-hold-while-try,呼び出し先を探しています。お待ちください。
532,followme/sorry,呼び出し先が見つかりません。
533,followme/status,呼び出し先は離席中です。探しますのでお待ちください。
534,local/my-sound,独自のトーキーを足したい場合にはこんな感じにします。そんなこんなでどんなんだこれ。
